Speaker_1,Speaker_2,Big5,Persona,Conversation
Monica,Rachel,"[0.713, 0.457, 0.457, 0.66, 0.511]","I am Monica. Precision and organization are my cornerstones; I thrive on planning and order in all aspects of life. Whether it's cooking or cleaning, I take charge and excel in every task I undertake. My competitive spirit is relentless, driving me to be the best at everything from cooking to trivia games. Beneath my perfectionist exterior lies a deep sense of insecurity, especially in matters of relationships and self-worth. Despite my meticulous nature, my love for my friends and family knows no bounds, and I go to great lengths to care for and support them.","Hey, Rach, how was work?
Oh, great. Although I did sit down where there wasn t a chair.
By the way, Ross dropped by a box of your stuff.
Oh, well, I guess I had that one coming.
Something wrong?
No. Nothing."
Joey,Chandler,"[0.574, 0.614, 0.297, 0.545, 0.455]","I am Joey. I exude confidence and charm, always aiming to make people around me feel good. My outgoing nature and love for acting often lead me into quirky auditions and unforgettable roles. I may come across as carefree, but my loyalty to my friends is unwavering. I possess a boldness that often propels me into hilarious misadventures, especially in my pursuit of romantic relationships. Despite my occasional naivety, I have a big heart and a genuine desire to see those around me happy.","Dude, I am sorry about what I said!
No, no, you re right, it is a ridiculous name!
It s not that bad.
Yes it is! From now on, I have no first name.
So, you re just Bing?"
Monica,Joey,"[0.713, 0.457, 0.457, 0.66, 0.511]","I am Monica. Precision and organization are my cornerstones; I thrive on planning and order in all aspects of life. Whether it's cooking or cleaning, I take charge and excel in every task I undertake. My competitive spirit is relentless, driving me to be the best at everything from cooking to trivia games. Beneath my perfectionist exterior lies a deep sense of insecurity, especially in matters of relationships and self-worth. Despite my meticulous nature, my love for my friends and family knows no bounds, and I go to great lengths to care for and support them.","Because we won our apartment back!
What? Ace is high! Jack, queen, king, ace!
No! Ace is low! Ace, two, three, four!"
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]","I am Rachel. I possess a charming and outgoing personality, thriving in social settings and effortlessly adapting to new situations. Determined and ambitious, I took charge of my life by pursuing a career in fashion, showcasing my independence and drive. Despite occasional moments of impulsiveness, I value loyalty and cherish the relationships with my friends deeply. My impeccable sense of style and flair for drama add a touch of excitement to our group dynamic, always keeping things interesting. My emotional depth and vulnerability peek through my confident facade, revealing a complex yet endearing persona.","All right, cut, let s pick again, pick again.
Okay.
Come on apartment! Come on apartment!  Oh! I know queen is high!
Uh-huh, not as high as  It worked! King!"
Monica,Joey,"[0.713, 0.457, 0.457, 0.66, 0.511]","I am Monica. Precision and organization are my cornerstones; I thrive on planning and order in all aspects of life. Whether it's cooking or cleaning, I take charge and excel in every task I undertake. My competitive spirit is relentless, driving me to be the best at everything from cooking to trivia games. Beneath my perfectionist exterior lies a deep sense of insecurity, especially in matters of relationships and self-worth. Despite my meticulous nature, my love for my friends and family knows no bounds, and I go to great lengths to care for and support them.","But, we pick again! We pick again!
Why?!
I don t know!"
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","Tickets please!  That s courtside baby!
Seriously, good game though. Good game.   What are they so mad about? They get the apartment back!
No they didn t!
Hello.
Well, don't, don't think me immodest, but, me?
You wanna smell him?"
Ross,Monica,"[0.722, 0.489, 0.6, 0.533, 0.356]","I am Ross. My personality is a mix of intelligence, conscientiousness, and emotional instability. I have a profound love for paleontology, often geeking out about dinosaurs and science. Despite my academic success, I grapple with self-doubt, especially in my relationships, leading to moments of insecurity and overthinking. My passion for Rachel Green is undeniable, highlighting my intense emotional depth and romantic nature. I can be seen as the sensitive intellectual of the group, with a tendency to overanalyze situations and seek validation from those around me.","Especially by that professor we ran into last night, Judgey von Holierthanthou.
Well Ross, you be careful now. You don t want to get a reputation as y know Professor McNailshisstudents.
Yeah. What-what should I do?"
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","Hey.
Hey-hey-hey! So, how did it go with Dana? Any reason I should leave a block of time open say Thursday?
I couldn t do it.
You couldn t do it?!
Hey, relax I just need more time. We re going to dinner tonight."
Ross,Chandler,"[0.722, 0.489, 0.6, 0.533, 0.356]","I am Ross. My personality is a mix of intelligence, conscientiousness, and emotional instability. I have a profound love for paleontology, often geeking out about dinosaurs and science. Despite my academic success, I grapple with self-doubt, especially in my relationships, leading to moments of insecurity and overthinking. My passion for Rachel Green is undeniable, highlighting my intense emotional depth and romantic nature. I can be seen as the sensitive intellectual of the group, with a tendency to overanalyze situations and seek validation from those around me.","Going out with who?
Uh, Dana Keystone from college.
Oh yeah! Wasn t she uh
No, that was Dana Caplin."
Joey,Wayne,"[0.574, 0.614, 0.297, 0.545, 0.455]","I am Joey. I exude confidence and charm, always aiming to make people around me feel good. My outgoing nature and love for acting often lead me into quirky auditions and unforgettable roles. I may come across as carefree, but my loyalty to my friends is unwavering. I possess a boldness that often propels me into hilarious misadventures, especially in my pursuit of romantic relationships. Despite my occasional naivety, I have a big heart and a genuine desire to see those around me happy.","Morning! Hey, how s my favorite genius and my little robot buddy?!
Don t touch him!
Okay!"
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","I am Ross. My personality is a mix of intelligence, conscientiousness, and emotional instability. I have a profound love for paleontology, often geeking out about dinosaurs and science. Despite my academic success, I grapple with self-doubt, especially in my relationships, leading to moments of insecurity and overthinking. My passion for Rachel Green is undeniable, highlighting my intense emotional depth and romantic nature. I can be seen as the sensitive intellectual of the group, with a tendency to overanalyze situations and seek validation from those around me.","Hey.
Hi. Look um, about what happened earlier...
No, hey, well, I-I completely understand. You were, you were stressed.
I was gonna give you a chance to apologise to me.
For what? For letting you throw me out of your office?
You had no
Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I.
But I told you, I didn t have the time!
Yeah, well you never have the time. I mean, I don t feel like I even have a girlfriend anymore, Rachel.
Wh, Ross what do you want from me?"
